Date,Commodity,Sector,Closing Price
11/16/2015,Crude Oil,Energy,40.92
11/16/2015,Gasoline,Energy,1.23
11/16/2015,Gold,Precious Metals,1083.60
11/16/2015,Heating Oil,Energy,1.41
11/16/2015,Natural Gas,Energy,2.63
11/16/2015,Platinum,Precious Metals,865.50
11/16/2015,Rice,Agriculture,11.91
11/16/2015,Silver,Precious Metals,14.22
11/16/2015,Soybeans,Agriculture,892.25
11/16/2015,Wheat,Agriculture,471.50
11/17/2015,Crude Oil,Energy,41.09
11/17/2015,Gasoline,Energy,1.23
11/17/2015,Gold,Precious Metals,1068.60
11/17/2015,Heating Oil,Energy,1.39
11/17/2015,Natural Gas,Energy,2.68
11/17/2015,Platinum,Precious Metals,855.00
11/17/2015,Rice,Agriculture,11.72
11/17/2015,Silver,Precious Metals,14.17
11/17/2015,Soybeans,Agriculture,897.50
11/17/2015,Wheat,Agriculture,467.25
11/18/2015,Crude Oil,Energy,41.11
11/18/2015,Gasoline,Energy,1.25
11/18/2015,Gold,Precious Metals,1068.70
11/18/2015,Heating Oil,Energy,1.40
11/18/2015,Natural Gas,Energy,2.61
11/18/2015,Platinum,Precious Metals,848.00
11/18/2015,Rice,Agriculture,11.40
11/18/2015,Silver,Precious Metals,14.08
11/18/2015,Soybeans,Agriculture,906.00
11/18/2015,Wheat,Agriculture,478.75
11/19/2015,Crude Oil,Energy,40.72
11/19/2015,Gasoline,Energy,1.27
11/19/2015,Gold,Precious Metals,1077.90
11/19/2015,Heating Oil,Energy,1.40
11/19/2015,Natural Gas,Energy,2.53
11/19/2015,Platinum,Precious Metals,858.10
11/19/2015,Rice,Agriculture,11.24
11/19/2015,Silver,Precious Metals,14.25
11/19/2015,Soybeans,Agriculture,882.25
11/19/2015,Wheat,Agriculture,484.50
11/20/2015,Crude Oil,Energy,40.54
11/20/2015,Gasoline,Energy,1.27
11/20/2015,Gold,Precious Metals,1076.30
11/20/2015,Heating Oil,Energy,1.40
11/20/2015,Natural Gas,Energy,2.51
11/20/2015,Platinum,Precious Metals,855.90
11/20/2015,Rice,Agriculture,11.18
11/20/2015,Silver,Precious Metals,14.13
11/20/2015,Soybeans,Agriculture,876.75
11/20/2015,Wheat,Agriculture,482.75
11/23/2015,Crude Oil,Energy,42.08
11/23/2015,Gasoline,Energy,1.29
11/23/2015,Gold,Precious Metals,1066.60
11/23/2015,Heating Oil,Energy,1.40
11/23/2015,Natural Gas,Energy,2.51
11/23/2015,Platinum,Precious Metals,847.40
11/23/2015,Rice,Agriculture,10.88
11/23/2015,Silver,Precious Metals,14.06
11/23/2015,Soybeans,Agriculture,876.75
11/23/2015,Wheat,Agriculture,481.50
11/24/2015,Crude Oil,Energy,42.04
11/24/2015,Gasoline,Energy,1.36
11/24/2015,Gold,Precious Metals,1073.30
11/24/2015,Heating Oil,Energy,1.43
11/24/2015,Natural Gas,Energy,2.53
11/24/2015,Platinum,Precious Metals,841.70
11/24/2015,Rice,Agriculture,10.97
11/24/2015,Silver,Precious Metals,14.19
11/24/2015,Soybeans,Agriculture,878.25
11/24/2015,Wheat,Agriculture,489.75
11/25/2015,Crude Oil,Energy,43.25
11/25/2015,Gasoline,Energy,1.35
11/25/2015,Gold,Precious Metals,1069.70
11/25/2015,Heating Oil,Energy,1.43
11/25/2015,Natural Gas,Energy,2.62
11/25/2015,Platinum,Precious Metals,843.90
11/25/2015,Rice,Agriculture,11.01
11/25/2015,Silver,Precious Metals,14.18
11/25/2015,Soybeans,Agriculture,870.75
11/25/2015,Wheat,Agriculture,495.50
11/27/2015,Crude Oil,Energy,42.55
11/27/2015,Gasoline,Energy,1.34
11/27/2015,Gold,Precious Metals,1056.20
11/27/2015,Heating Oil,Energy,1.38
11/27/2015,Natural Gas,Energy,2.68
11/27/2015,Platinum,Precious Metals,835.80
11/27/2015,Rice,Agriculture,11.11
11/27/2015,Silver,Precious Metals,14.05
11/27/2015,Soybeans,Agriculture,876.00
11/27/2015,Wheat,Agriculture,490.50
11/30/2015,Crude Oil,Energy,41.77
11/30/2015,Gasoline,Energy,1.31
11/30/2015,Gold,Precious Metals,1065.30
11/30/2015,Heating Oil,Energy,1.35
11/30/2015,Natural Gas,Energy,2.65
11/30/2015,Platinum,Precious Metals,832.90
11/30/2015,Rice,Agriculture,11.06
11/30/2015,Silver,Precious Metals,14.09
11/30/2015,Soybeans,Agriculture,867.75
11/30/2015,Wheat,Agriculture,493.50
12/1/2015,Crude Oil,Energy,41.73
12/1/2015,Gasoline,Energy,1.36
12/1/2015,Gold,Precious Metals,1063.50
12/1/2015,Heating Oil,Energy,1.37
12/1/2015,Natural Gas,Energy,2.71
12/1/2015,Platinum,Precious Metals,835.40
12/1/2015,Rice,Agriculture,10.99
12/1/2015,Silver,Precious Metals,14.08
12/1/2015,Soybeans,Agriculture,863.25
12/1/2015,Wheat,Agriculture,494.25
12/2/2015,Crude Oil,Energy,41.69
12/2/2015,Gasoline,Energy,1.29
12/2/2015,Gold,Precious Metals,1053.80
12/2/2015,Heating Oil,Energy,1.30
12/2/2015,Natural Gas,Energy,2.61
12/2/2015,Platinum,Precious Metals,832.40
12/2/2015,Rice,Agriculture,10.90
12/2/2015,Silver,Precious Metals,14.01
12/2/2015,Soybeans,Agriculture,877.75
12/2/2015,Wheat,Agriculture,483.50
12/3/2015,Crude Oil,Energy,40.15
12/3/2015,Gasoline,Energy,1.30
12/3/2015,Gold,Precious Metals,1061.20
12/3/2015,Heating Oil,Energy,1.36
12/3/2015,Natural Gas,Energy,2.64
12/3/2015,Platinum,Precious Metals,847.50
12/3/2015,Rice,Agriculture,10.96
12/3/2015,Silver,Precious Metals,14.08
12/3/2015,Soybeans,Agriculture,892.75
12/3/2015,Wheat,Agriculture,484.00
12/4/2015,Crude Oil,Energy,41.31
12/4/2015,Gasoline,Energy,1.27
12/4/2015,Gold,Precious Metals,1084.10
12/4/2015,Heating Oil,Energy,1.34
12/4/2015,Natural Gas,Energy,2.64
12/4/2015,Platinum,Precious Metals,880.60
12/4/2015,Rice,Agriculture,11.11
12/4/2015,Silver,Precious Metals,14.53
12/4/2015,Soybeans,Agriculture,891.50
12/4/2015,Wheat,Agriculture,486.75
12/7/2015,Crude Oil,Energy,40.10
12/7/2015,Gasoline,Energy,1.21
12/7/2015,Gold,Precious Metals,1075.20
12/7/2015,Heating Oil,Energy,1.28
12/7/2015,Natural Gas,Energy,2.59
12/7/2015,Platinum,Precious Metals,863.20
12/7/2015,Rice,Agriculture,11.08
12/7/2015,Silver,Precious Metals,14.33
12/7/2015,Soybeans,Agriculture,885.50
12/7/2015,Wheat,Agriculture,479.00
12/8/2015,Crude Oil,Energy,37.68
12/8/2015,Gasoline,Energy,1.20
12/8/2015,Gold,Precious Metals,1075.30
12/8/2015,Heating Oil,Energy,1.26
12/8/2015,Natural Gas,Energy,2.67
12/8/2015,Platinum,Precious Metals,846.50
12/8/2015,Rice,Agriculture,10.95
12/8/2015,Silver,Precious Metals,14.12
12/8/2015,Soybeans,Agriculture,880.75
12/8/2015,Wheat,Agriculture,479.00
12/9/2015,Crude Oil,Energy,37.86
12/9/2015,Gasoline,Energy,1.23
12/9/2015,Gold,Precious Metals,1076.50
12/9/2015,Heating Oil,Energy,1.24
12/9/2015,Natural Gas,Energy,2.72
12/9/2015,Platinum,Precious Metals,865.80
12/9/2015,Rice,Agriculture,11.09
12/9/2015,Silver,Precious Metals,14.19
12/9/2015,Soybeans,Agriculture,873.00
12/9/2015,Wheat,Agriculture,469.50
12/10/2015,Crude Oil,Energy,37.27
12/10/2015,Gasoline,Energy,1.28
12/10/2015,Gold,Precious Metals,1072.00
12/10/2015,Heating Oil,Energy,1.23
12/10/2015,Natural Gas,Energy,2.79
12/10/2015,Platinum,Precious Metals,855.90
12/10/2015,Rice,Agriculture,11.16
12/10/2015,Silver,Precious Metals,14.11
12/10/2015,Soybeans,Agriculture,861.25
12/10/2015,Wheat,Agriculture,467.50
12/11/2015,Crude Oil,Energy,36.63
12/11/2015,Gasoline,Energy,1.28
12/11/2015,Gold,Precious Metals,1075.70
12/11/2015,Heating Oil,Energy,1.15
12/11/2015,Natural Gas,Energy,2.73
12/11/2015,Platinum,Precious Metals,843.70
12/11/2015,Rice,Agriculture,11.08
12/11/2015,Silver,Precious Metals,13.88
12/11/2015,Soybeans,Agriculture,865.75
12/11/2015,Wheat,Agriculture,466.50
12/14/2015,Crude Oil,Energy,35.40
12/14/2015,Gasoline,Energy,1.26
12/14/2015,Gold,Precious Metals,1063.40
12/14/2015,Heating Oil,Energy,1.13
12/14/2015,Natural Gas,Energy,2.79
12/14/2015,Platinum,Precious Metals,850.20
12/14/2015,Rice,Agriculture,11.33
12/14/2015,Silver,Precious Metals,13.70
12/14/2015,Soybeans,Agriculture,870.25
12/14/2015,Wheat,Agriculture,475.75
12/15/2015,Crude Oil,Energy,36.32
12/15/2015,Gasoline,Energy,1.24
12/15/2015,Gold,Precious Metals,1061.60
12/15/2015,Heating Oil,Energy,1.19
12/15/2015,Natural Gas,Energy,2.81
12/15/2015,Platinum,Precious Metals,855.80
12/15/2015,Rice,Agriculture,11.94
12/15/2015,Silver,Precious Metals,13.77
12/15/2015,Soybeans,Agriculture,864.25
12/15/2015,Wheat,Agriculture,475.75
12/16/2015,Crude Oil,Energy,36.79
12/16/2015,Gasoline,Energy,1.24
12/16/2015,Gold,Precious Metals,1076.80
12/16/2015,Heating Oil,Energy,1.15
12/16/2015,Natural Gas,Energy,2.92
12/16/2015,Platinum,Precious Metals,876.00
12/16/2015,Rice,Agriculture,11.82
12/16/2015,Silver,Precious Metals,14.25
12/16/2015,Soybeans,Agriculture,856.00
12/16/2015,Wheat,Agriculture,470.00
12/17/2015,Crude Oil,Energy,35.80
12/17/2015,Gasoline,Energy,1.26
12/17/2015,Gold,Precious Metals,1049.60
12/17/2015,Heating Oil,Energy,1.14
12/17/2015,Natural Gas,Energy,2.86
12/17/2015,Platinum,Precious Metals,844.70
12/17/2015,Rice,Agriculture,11.84
12/17/2015,Silver,Precious Metals,13.70
12/17/2015,Soybeans,Agriculture,857.25
12/17/2015,Wheat,Agriculture,458.25
12/18/2015,Crude Oil,Energy,34.87
12/18/2015,Gasoline,Energy,1.27
12/18/2015,Gold,Precious Metals,1065.00
12/18/2015,Heating Oil,Energy,1.14
12/18/2015,Natural Gas,Energy,2.72
12/18/2015,Platinum,Precious Metals,860.80
12/18/2015,Rice,Agriculture,11.77
12/18/2015,Silver,Precious Metals,14.10
12/18/2015,Soybeans,Agriculture,864.75
12/18/2015,Wheat,Agriculture,461.25
12/21/2015,Crude Oil,Energy,34.58
12/21/2015,Gasoline,Energy,1.22
12/21/2015,Gold,Precious Metals,1080.60
12/21/2015,Heating Oil,Energy,1.13
12/21/2015,Natural Gas,Energy,2.73
12/21/2015,Platinum,Precious Metals,881.30
12/21/2015,Rice,Agriculture,11.93
12/21/2015,Silver,Precious Metals,14.32
12/21/2015,Soybeans,Agriculture,864.50
12/21/2015,Wheat,Agriculture,462.75
12/22/2015,Crude Oil,Energy,36.42
12/22/2015,Gasoline,Energy,1.19
12/22/2015,Gold,Precious Metals,1074.10
12/22/2015,Heating Oil,Energy,1.12
12/22/2015,Natural Gas,Energy,2.73
12/22/2015,Platinum,Precious Metals,873.00
12/22/2015,Rice,Agriculture,11.83
12/22/2015,Silver,Precious Metals,14.31
12/22/2015,Soybeans,Agriculture,865.25
12/22/2015,Wheat,Agriculture,468.50
12/23/2015,Crude Oil,Energy,37.86
12/23/2015,Gasoline,Energy,1.25
12/23/2015,Gold,Precious Metals,1068.30
12/23/2015,Heating Oil,Energy,1.15
12/23/2015,Natural Gas,Energy,2.82
12/23/2015,Platinum,Precious Metals,868.50
12/23/2015,Rice,Agriculture,11.62
12/23/2015,Silver,Precious Metals,14.29
12/23/2015,Soybeans,Agriculture,861.25
12/23/2015,Wheat,Agriculture,478.50
12/24/2015,Crude Oil,Energy,37.86
12/24/2015,Gasoline,Energy,1.28
12/24/2015,Gold,Precious Metals,1075.90
12/24/2015,Heating Oil,Energy,1.13
12/24/2015,Natural Gas,Energy,2.73
12/24/2015,Platinum,Precious Metals,884.70
12/24/2015,Rice,Agriculture,11.85
12/24/2015,Silver,Precious Metals,14.38
12/24/2015,Soybeans,Agriculture,874.50
12/24/2015,Wheat,Agriculture,469.00
12/28/2015,Crude Oil,Energy,36.63
12/28/2015,Gasoline,Energy,1.24
12/28/2015,Gold,Precious Metals,1068.30
12/28/2015,Heating Oil,Energy,1.12
12/28/2015,Natural Gas,Energy,2.68
12/28/2015,Platinum,Precious Metals,882.60
12/28/2015,Rice,Agriculture,11.77
12/28/2015,Silver,Precious Metals,13.88
12/28/2015,Soybeans,Agriculture,880.00
12/28/2015,Wheat,Agriculture,481.25
12/29/2015,Crude Oil,Energy,36.70
12/29/2015,Gasoline,Energy,1.29
12/29/2015,Gold,Precious Metals,1068.00
12/29/2015,Heating Oil,Energy,1.16
12/29/2015,Natural Gas,Energy,2.84
12/29/2015,Platinum,Precious Metals,892.20
12/29/2015,Rice,Agriculture,11.72
12/29/2015,Silver,Precious Metals,13.93
12/29/2015,Soybeans,Agriculture,882.25
12/29/2015,Wheat,Agriculture,478.00
12/30/2015,Crude Oil,Energy,37.36
12/30/2015,Gasoline,Energy,1.24
12/30/2015,Gold,Precious Metals,1059.80
12/30/2015,Heating Oil,Energy,1.11
12/30/2015,Natural Gas,Energy,2.84
12/30/2015,Platinum,Precious Metals,892.20
12/30/2015,Rice,Agriculture,11.30
12/30/2015,Silver,Precious Metals,13.83
12/30/2015,Soybeans,Agriculture,879.00
12/30/2015,Wheat,Agriculture,468.75
12/31/2015,Crude Oil,Energy,36.81
12/31/2015,Gasoline,Energy,1.27
12/31/2015,Gold,Precious Metals,1060.20
12/31/2015,Heating Oil,Energy,1.12
12/31/2015,Natural Gas,Energy,2.77
12/31/2015,Platinum,Precious Metals,893.20
12/31/2015,Rice,Agriculture,10.88
12/31/2015,Silver,Precious Metals,13.80
12/31/2015,Soybeans,Agriculture,883.50
12/31/2015,Wheat,Agriculture,473.75
1/4/2016,Crude Oil,Energy,37.60
1/4/2016,Gasoline,Energy,1.29
1/4/2016,Gold,Precious Metals,1075.20
1/4/2016,Heating Oil,Energy,1.13
1/4/2016,Natural Gas,Energy,2.71
1/4/2016,Platinum,Precious Metals,884.50
1/4/2016,Rice,Agriculture,10.67
1/4/2016,Silver,Precious Metals,13.84
1/4/2016,Soybeans,Agriculture,874.00
1/4/2016,Wheat,Agriculture,474.50
1/5/2016,Crude Oil,Energy,36.90
1/5/2016,Gasoline,Energy,1.26
1/5/2016,Gold,Precious Metals,1078.40
1/5/2016,Heating Oil,Energy,1.13
1/5/2016,Natural Gas,Energy,2.70
1/5/2016,Platinum,Precious Metals,890.00
1/5/2016,Rice,Agriculture,10.88
1/5/2016,Silver,Precious Metals,13.97
1/5/2016,Soybeans,Agriculture,878.50
1/5/2016,Wheat,Agriculture,471.50
1/6/2016,Crude Oil,Energy,36.18
1/6/2016,Gasoline,Energy,1.16
1/6/2016,Gold,Precious Metals,1091.90
1/6/2016,Heating Oil,Energy,1.08
1/6/2016,Natural Gas,Energy,2.73
1/6/2016,Platinum,Precious Metals,875.00
1/6/2016,Rice,Agriculture,10.84
1/6/2016,Silver,Precious Metals,13.98
1/6/2016,Soybeans,Agriculture,876.50
1/6/2016,Wheat,Agriculture,475.00
1/7/2016,Crude Oil,Energy,34.09
1/7/2016,Gasoline,Energy,1.15
1/7/2016,Gold,Precious Metals,1107.80
1/7/2016,Heating Oil,Energy,1.07
1/7/2016,Natural Gas,Energy,2.70
1/7/2016,Platinum,Precious Metals,877.50
1/7/2016,Rice,Agriculture,10.98
1/7/2016,Silver,Precious Metals,14.34
1/7/2016,Soybeans,Agriculture,880.50
1/7/2016,Wheat,Agriculture,475.50
1/8/2016,Crude Oil,Energy,33.30
1/8/2016,Gasoline,Energy,1.13
1/8/2016,Gold,Precious Metals,1097.90
1/8/2016,Heating Oil,Energy,1.05
1/8/2016,Natural Gas,Energy,2.89
1/8/2016,Platinum,Precious Metals,878.70
1/8/2016,Rice,Agriculture,10.96
1/8/2016,Silver,Precious Metals,13.92
1/8/2016,Soybeans,Agriculture,876.50
1/8/2016,Wheat,Agriculture,481.50
1/11/2016,Crude Oil,Energy,32.94
1/11/2016,Gasoline,Energy,1.11
1/11/2016,Gold,Precious Metals,1096.20
1/11/2016,Heating Oil,Energy,1.01
1/11/2016,Natural Gas,Energy,2.90
1/11/2016,Platinum,Precious Metals,846.30
1/11/2016,Rice,Agriculture,11.01
1/11/2016,Silver,Precious Metals,13.87
1/11/2016,Soybeans,Agriculture,883.00
1/11/2016,Wheat,Agriculture,484.75
1/12/2016,Crude Oil,Energy,31.11
1/12/2016,Gasoline,Energy,1.08
1/12/2016,Gold,Precious Metals,1085.20
1/12/2016,Heating Oil,Energy,0.99
1/12/2016,Natural Gas,Energy,2.88
1/12/2016,Platinum,Precious Metals,838.60
1/12/2016,Rice,Agriculture,11.08
1/12/2016,Silver,Precious Metals,13.75
1/12/2016,Soybeans,Agriculture,867.75
1/12/2016,Wheat,Agriculture,476.50
1/13/2016,Crude Oil,Energy,30.54
1/13/2016,Gasoline,Energy,1.05
1/13/2016,Gold,Precious Metals,1087.10
1/13/2016,Heating Oil,Energy,0.99
1/13/2016,Natural Gas,Energy,2.95
1/13/2016,Platinum,Precious Metals,851.30
1/13/2016,Rice,Agriculture,11.27
1/13/2016,Silver,Precious Metals,14.16
1/13/2016,Soybeans,Agriculture,882.25
1/13/2016,Wheat,Agriculture,472.25
1/14/2016,Crude Oil,Energy,30.60
1/14/2016,Gasoline,Energy,1.10
1/14/2016,Gold,Precious Metals,1073.60
1/14/2016,Heating Oil,Energy,1.00
1/14/2016,Natural Gas,Energy,2.83
1/14/2016,Platinum,Precious Metals,834.80
1/14/2016,Rice,Agriculture,11.31
1/14/2016,Silver,Precious Metals,13.75
1/14/2016,Soybeans,Agriculture,880.75
1/14/2016,Wheat,Agriculture,479.25
1/15/2016,Crude Oil,Energy,29.20
1/15/2016,Gasoline,Energy,1.05
1/15/2016,Gold,Precious Metals,1090.70
1/15/2016,Heating Oil,Energy,0.95
1/15/2016,Natural Gas,Energy,2.83
1/15/2016,Platinum,Precious Metals,827.50
1/15/2016,Rice,Agriculture,11.35
1/15/2016,Silver,Precious Metals,13.90
1/15/2016,Soybeans,Agriculture,886.25
1/15/2016,Wheat,Agriculture,475.25
1/19/2016,Crude Oil,Energy,29.07
1/19/2016,Gasoline,Energy,1.05
1/19/2016,Gold,Precious Metals,1089.10
1/19/2016,Heating Oil,Energy,0.92
1/19/2016,Natural Gas,Energy,2.76
1/19/2016,Platinum,Precious Metals,830.30
1/19/2016,Rice,Agriculture,11.01
1/19/2016,Silver,Precious Metals,14.12
1/19/2016,Soybeans,Agriculture,876.75
1/19/2016,Wheat,Agriculture,475.25
1/20/2016,Crude Oil,Energy,28.33
1/20/2016,Gasoline,Energy,1.04
1/20/2016,Gold,Precious Metals,1106.20
1/20/2016,Heating Oil,Energy,0.88
1/20/2016,Natural Gas,Energy,2.80
1/20/2016,Platinum,Precious Metals,819.20
1/20/2016,Rice,Agriculture,11.18
1/20/2016,Silver,Precious Metals,14.16
1/20/2016,Soybeans,Agriculture,874.50
1/20/2016,Wheat,Agriculture,480.00
1/21/2016,Crude Oil,Energy,28.35
1/21/2016,Gasoline,Energy,1.05
1/21/2016,Gold,Precious Metals,1098.20
1/21/2016,Heating Oil,Energy,0.91
1/21/2016,Natural Gas,Energy,2.71
1/21/2016,Platinum,Precious Metals,819.50
1/21/2016,Rice,Agriculture,11.14
1/21/2016,Silver,Precious Metals,14.09
1/21/2016,Soybeans,Agriculture,867.50
1/21/2016,Wheat,Agriculture,472.75
1/22/2016,Crude Oil,Energy,29.84
1/22/2016,Gasoline,Energy,1.11
1/22/2016,Gold,Precious Metals,1096.30
1/22/2016,Heating Oil,Energy,1.01
1/22/2016,Natural Gas,Energy,2.80
1/22/2016,Platinum,Precious Metals,831.60
1/22/2016,Rice,Agriculture,11.05
1/22/2016,Silver,Precious Metals,14.06
1/22/2016,Soybeans,Agriculture,862.50
1/22/2016,Wheat,Agriculture,466.75
1/25/2016,Crude Oil,Energy,32.05
1/25/2016,Gasoline,Energy,1.05
1/25/2016,Gold,Precious Metals,1105.30
1/25/2016,Heating Oil,Energy,0.95
1/25/2016,Natural Gas,Energy,2.68
1/25/2016,Platinum,Precious Metals,861.50
1/25/2016,Rice,Agriculture,11.12
1/25/2016,Silver,Precious Metals,14.25
1/25/2016,Soybeans,Agriculture,863.25
1/25/2016,Wheat,Agriculture,458.50
1/26/2016,Crude Oil,Energy,29.81
1/26/2016,Gasoline,Energy,1.07
1/26/2016,Gold,Precious Metals,1120.60
1/26/2016,Heating Oil,Energy,0.98
1/26/2016,Natural Gas,Energy,2.60
1/26/2016,Platinum,Precious Metals,876.90
1/26/2016,Rice,Agriculture,10.92
1/26/2016,Silver,Precious Metals,14.56
1/26/2016,Soybeans,Agriculture,862.25
1/26/2016,Wheat,Agriculture,457.50
1/27/2016,Crude Oil,Energy,30.55
1/27/2016,Gasoline,Energy,1.07
1/27/2016,Gold,Precious Metals,1116.30
1/27/2016,Heating Oil,Energy,1.04
1/27/2016,Natural Gas,Energy,2.58
1/27/2016,Platinum,Precious Metals,882.10
1/27/2016,Rice,Agriculture,10.76
1/27/2016,Silver,Precious Metals,14.46
1/27/2016,Soybeans,Agriculture,873.50
1/27/2016,Wheat,Agriculture,461.25
1/28/2016,Crude Oil,Energy,32.19
1/28/2016,Gasoline,Energy,1.10
1/28/2016,Gold,Precious Metals,1116.10
1/28/2016,Heating Oil,Energy,1.04
1/28/2016,Natural Gas,Energy,2.60
1/28/2016,Platinum,Precious Metals,867.90
1/28/2016,Rice,Agriculture,11.13
1/28/2016,Silver,Precious Metals,14.23
1/28/2016,Soybeans,Agriculture,872.75
1/28/2016,Wheat,Agriculture,458.25
1/29/2016,Crude Oil,Energy,33.70
1/29/2016,Gasoline,Energy,1.13
1/29/2016,Gold,Precious Metals,1116.40
1/29/2016,Heating Oil,Energy,1.08
1/29/2016,Natural Gas,Energy,2.66
1/29/2016,Platinum,Precious Metals,874.30
1/29/2016,Rice,Agriculture,11.02
1/29/2016,Silver,Precious Metals,14.24
1/29/2016,Soybeans,Agriculture,882.50
1/29/2016,Wheat,Agriculture,457.50
2/1/2016,Crude Oil,Energy,33.83
2/1/2016,Gasoline,Energy,1.08
2/1/2016,Gold,Precious Metals,1128.00
2/1/2016,Heating Oil,Energy,1.04
2/1/2016,Natural Gas,Energy,2.75
2/1/2016,Platinum,Precious Metals,870.10
2/1/2016,Rice,Agriculture,10.77
2/1/2016,Silver,Precious Metals,14.34
2/1/2016,Soybeans,Agriculture,885.25
2/1/2016,Wheat,Agriculture,469.00
2/2/2016,Crude Oil,Energy,29.75
2/2/2016,Gasoline,Energy,1.00
2/2/2016,Gold,Precious Metals,1127.20
2/2/2016,Heating Oil,Energy,1.01
2/2/2016,Natural Gas,Energy,2.68
2/2/2016,Platinum,Precious Metals,855.70
2/2/2016,Rice,Agriculture,10.84
2/2/2016,Silver,Precious Metals,14.29
2/2/2016,Soybeans,Agriculture,882.75
2/2/2016,Wheat,Agriculture,474.50
2/3/2016,Crude Oil,Energy,29.75
2/3/2016,Gasoline,Energy,1.01
2/3/2016,Gold,Precious Metals,1141.30
2/3/2016,Heating Oil,Energy,1.08
2/3/2016,Natural Gas,Energy,2.69
2/3/2016,Platinum,Precious Metals,880.10
2/3/2016,Rice,Agriculture,11.04
2/3/2016,Silver,Precious Metals,14.73
2/3/2016,Soybeans,Agriculture,880.75
2/3/2016,Wheat,Agriculture,468.50
2/4/2016,Crude Oil,Energy,31.67
2/4/2016,Gasoline,Energy,1.03
2/4/2016,Gold,Precious Metals,1157.50
2/4/2016,Heating Oil,Energy,1.08
2/4/2016,Natural Gas,Energy,2.72
2/4/2016,Platinum,Precious Metals,906.30
2/4/2016,Rice,Agriculture,10.86
2/4/2016,Silver,Precious Metals,14.85
2/4/2016,Soybeans,Agriculture,884.25
2/4/2016,Wheat,Agriculture,466.75
2/5/2016,Crude Oil,Energy,31.64
2/5/2016,Gasoline,Energy,0.99
2/5/2016,Gold,Precious Metals,1157.70
2/5/2016,Heating Oil,Energy,1.06
2/5/2016,Natural Gas,Energy,2.87
2/5/2016,Platinum,Precious Metals,903.70
2/5/2016,Rice,Agriculture,11.02
2/5/2016,Silver,Precious Metals,14.78
2/5/2016,Soybeans,Agriculture,873.00
2/5/2016,Wheat,Agriculture,464.00
2/8/2016,Crude Oil,Energy,30.97
2/8/2016,Gasoline,Energy,0.96
2/8/2016,Gold,Precious Metals,1197.90
2/8/2016,Heating Oil,Energy,1.05
2/8/2016,Natural Gas,Energy,2.98
2/8/2016,Platinum,Precious Metals,928.70
2/8/2016,Rice,Agriculture,10.71
2/8/2016,Silver,Precious Metals,15.43
2/8/2016,Soybeans,Agriculture,872.25
2/8/2016,Wheat,Agriculture,455.75
2/9/2016,Crude Oil,Energy,30.17
2/9/2016,Gasoline,Energy,0.90
2/9/2016,Gold,Precious Metals,1198.60
2/9/2016,Heating Oil,Energy,0.97
2/9/2016,Natural Gas,Energy,2.88
2/9/2016,Platinum,Precious Metals,939.40
2/9/2016,Rice,Agriculture,10.60
2/9/2016,Silver,Precious Metals,15.45
2/9/2016,Soybeans,Agriculture,865.50
2/9/2016,Wheat,Agriculture,451.25
2/10/2016,Crude Oil,Energy,28.36
2/10/2016,Gasoline,Energy,0.94
2/10/2016,Gold,Precious Metals,1194.60
2/10/2016,Heating Oil,Energy,0.97
2/10/2016,Natural Gas,Energy,2.99
2/10/2016,Platinum,Precious Metals,934.20
2/10/2016,Rice,Agriculture,10.94
2/10/2016,Silver,Precious Metals,15.28
2/10/2016,Soybeans,Agriculture,863.50
2/10/2016,Wheat,Agriculture,454.00
2/11/2016,Crude Oil,Energy,27.34
2/11/2016,Gasoline,Energy,0.94
2/11/2016,Gold,Precious Metals,1247.80
2/11/2016,Heating Oil,Energy,0.98
2/11/2016,Natural Gas,Energy,2.84
2/11/2016,Platinum,Precious Metals,963.20
2/11/2016,Rice,Agriculture,10.72
2/11/2016,Silver,Precious Metals,15.79
2/11/2016,Soybeans,Agriculture,861.00
2/11/2016,Wheat,Agriculture,452.25
2/12/2016,Crude Oil,Energy,29.08
2/12/2016,Gasoline,Energy,1.27
2/12/2016,Gold,Precious Metals,1239.40
2/12/2016,Heating Oil,Energy,1.08
2/12/2016,Natural Gas,Energy,2.97
2/12/2016,Platinum,Precious Metals,958.10
2/12/2016,Rice,Agriculture,10.68
2/12/2016,Silver,Precious Metals,15.79
2/12/2016,Soybeans,Agriculture,858.00
2/12/2016,Wheat,Agriculture,453.25
2/16/2016,Crude Oil,Energy,30.05
2/16/2016,Gasoline,Energy,1.20
2/16/2016,Gold,Precious Metals,1208.20
2/16/2016,Heating Oil,Energy,1.04
2/16/2016,Natural Gas,Energy,2.83
2/16/2016,Platinum,Precious Metals,937.30
2/16/2016,Rice,Agriculture,10.79
2/16/2016,Silver,Precious Metals,15.33
2/16/2016,Soybeans,Agriculture,861.50
2/16/2016,Wheat,Agriculture,446.00
2/17/2016,Crude Oil,Energy,29.14
2/17/2016,Gasoline,Energy,1.25
2/17/2016,Gold,Precious Metals,1211.40
2/17/2016,Heating Oil,Energy,1.10
2/17/2016,Natural Gas,Energy,3.13
2/17/2016,Platinum,Precious Metals,949.70
2/17/2016,Rice,Agriculture,10.65
2/17/2016,Silver,Precious Metals,15.38
2/17/2016,Soybeans,Agriculture,863.75
2/17/2016,Wheat,Agriculture,450.25
2/18/2016,Crude Oil,Energy,31.35
2/18/2016,Gasoline,Energy,1.23
